num_cands,pm,sv_avg_running_time,sv_faster_avg_running_time,simple_sv_avg_running_time,max_sv_running_time,max_simple_sv_running_time,max_sv_faster_running_time,mad_sv_running_time,mad_simple_sv_running_time,mad_sv_faster_running_time,percent_cw
12,SinglePeaked,0.01989270520210270,0.0004895503520965580,0.01355187451839450,0.03513193130493160,0.02505636215209960,0.035286903381347700,0.0011809063279628800,0.00634599434065819,0.0008082283356189730,0.9835
13,SinglePeaked,0.027757290601730300,9.18129682540894E-05,0.021429976105690000,0.04328203201293950,0.03678750991821290,0.00011587142944335900,0.0012054584670066800,0.006357629144191740,3.7511682510376E-06,1.0
14,SinglePeaked,0.03580475175380710,0.0006711287498474120,0.02807906150817870,0.05384707450866700,0.06631231307983400,0.05402112007141110,0.0027258755918741200,0.008399473919034000,0.0011223216371536300,0.987
15,SinglePeaked,0.04600219178199770,0.00011470997333526600,0.04002200257778170,0.06730365753173830,0.08803200721740720,0.00023412704467773400,0.004453520874500280,0.009595088581085210,1.07170981168747E-05,1.0
16,SinglePeaked,0.05962510132789610,0.0009651390314102170,0.061217528700828600,0.10927438735961900,0.12161087989807100,0.0909109115600586,0.005581768026828760,0.012800328303813900,0.0016525669122934300,0.9885
17,SinglePeaked,0.07496917545795440,0.0001444023847579960,0.08709692585468290,0.11366939544677700,0.18239808082580600,0.0002727508544921880,0.007152992236614220,0.022697994351387000,1.34588551521301E-05,1.0
18,SinglePeaked,0.09406606590747830,0.0012592194080352800,0.1255844511985780,0.15839791297912600,0.31559157371521000,0.14030671119689900,0.008793391944885250,0.038064615875959400,0.0021753641531467400,0.9905
19,SinglePeaked,0.11583604502677900,0.00017853236198425300,0.17918198144435900,0.1731555461883550,0.4286808967590330,0.0002334117889404300,0.011490573760986300,0.06850036047053340,1.71950540542603E-05,1.0
20,SinglePeaked,0.14343727338314100,0.0025950798988342300,0.24618369662761700,0.27898716926574700,0.6076207160949710,0.2776007652282720,0.013096615548491500,0.10628400964200500,0.004731850527763370,0.987
21,SinglePeaked,0.17227434265613600,0.00021764087677002000,0.3471989068984990,0.26044797897338900,0.7608311176300050,0.00030803680419921900,0.016004236318826700,0.17696939555645000,1.89219493865967E-05,1.0
22,SinglePeaked,0.21100703489780400,0.0028640921115875200,,0.4497358798980710,,0.45300889015197800,0.02382432023847100,,0.005225937434673310,0.991
23,SinglePeaked,0.25152649748325300,0.00024687540531158400,,0.34933924674987800,,0.000370025634765625,0.02791275945305830,,2.90522795915604E-05,1.0
24,SinglePeaked,0.30046354961395300,0.00597273051738739,,0.7675445079803470,,0.766167402267456,0.034502913652420000,,0.011262901393175100,0.987
25,SinglePeaked,0.3539435439109800,0.0002897120714187620,,0.48299622535705600,,0.0003743171691894530,0.036128839030265800,,3.32491538524628E-05,1.0
